id_arquivo;gt;tess_12;tess_7;OCR
86075409_5410.png;Vincent Losito George Baroody;Vincent Losito: George Baroody ;ince Las ;Vincent Losito: George Baroody
86075409_5410.png;S. Tesh C. Hill;- af Will ;a otech CNN ;a otech CNN
86075409_5410.png;Don Kisling;Don Kisling ;Don Kisling ;Don Kisling
86075409_5410.png;Brand(s) Applicable;Brand(s) Apr ble ;Brand{s) Applicable ;Brand{s) Applicable
86075409_5410.png;Media Type;Media Type ;Media Type ;Media Type
86075409_5410.png;Media Name;Media Name ;Media Name ;Media Name
86075409_5410.png;Issue Frequency/ Year;* Issue Frequency / Year ;* Issue Frequency / Year ;* Issue Frequency / Year
86075409_5410.png;*Space/ Color;* Space / Color ;* Space / Color ;* Space / Color
86075409_5410.png;Coupon Issue Date;Coupon Issue Date ;Coupon Issue Date ;Coupon Issue Date
86075409_5410.png;Coupon Expiration Date;Coupon Expiration Date ;Coupon Expiration Date ;Coupon Expiration Date
86075409_5410.png;Geographical Area(s);Geographical Area(s) ;Geographical Area(s) ;Geographical Area(s)
86075409_5410.png;Coupon Value;Coupon Value ;Coupon Value ;Coupon Value
86075409_5410.png;Pack and/ or Carton?;‘Pack and / or Carton? ;‘Pack and / or Carton? ;‘Pack and / or Carton?
86075409_5410.png;Advertising Creative Title.;* Advertising Creative Title ;* Advertising Creative Title ;* Advertising Creative Title
86075409_5410.png;Signature of Initiator;Signature of Initiator ;Signature of Initiator ;Signature of Initiator
86075409_5410.png;Date Initiated;Date Initiated ;Date Initiated ;Date Initiated
86075409_5410.png;Analytical Requirements;Analytical Requirements: ;Analytical Requirements: ;Analytical Requirements:
86075409_5410.png;Newport Parent, Lights. & 120's;Newport Parent, Lights. & 120's ;Newport Parent, Lights. & 120's ;Newport Parent, Lights. & 120's
86075409_5410.png;Direct Mail;Direct Mail ;Direct Mail ;Direct Mail
86075409_5410.png;Competitive 21- 34 years;Competitive 21 - 34 year: ;Competitive 21 - 34 years ;Competitive 21 - 34 years
86075409_5410.png;4/ 14/ 00;4/14/00 ;4/14/00 ;4/14/00
86075409_5410.png;9 /30 00;9/30/00 ;9/30/00 ;9/30/00
86075409_5410.png;APPROX 600. 000 AR. AZ.A K CA CO FL ID IA. CT, ME, MASS, MN, MT, NE,;APPROX. 600.000 _ ARAZAKCACOPLIDIACT MEMASS MNMT.NI ;Sa EET ETERS RTT ;APPROX. 600.000 _ ARAZAKCACOPLIDIACT MEMASS MNMT.NI
86075409_5410.png;NV, NM, NY ND, DK, OR, RL, SD, WA, DC, WY $1. 50 OFF PACK;NV.NM.NY.ND.OK-OR.RLSD.UTWAD.C.WY. Si.50_ OFF PACK. ;NV.NM.NY.ND.OK.OR. — ua . ~ ;NV.NM.NY.ND.OK-OR.RLSD.UTWAD.C.WY. Si.50_ OFF PACK.
86075409_5410.png;FOR CONTROL USE ONLY;FOR CONTROL USE ONLY ;FOR CONTROL USE ONLY ;FOR CONTROL USE ONLY
86075409_5410.png;Code Assigned;Code Assigned ;Code Assigned ;Code Assigned
86075409_5410.png;Job Number;Job Number ;Job Number ;Job Number
86075409_5410.png;Est. Redemption;Est, Redemption ;Est, Redemption ;Est, Redemption
86075409_5410.png;05787;051871 ;051871 ;051871
86075409_5410.png;13%;3% ;3% ;3%
86075409_5410.png;* Where Applicable;* Where Applicable ;* Where Applicable ;* Where Applicable
86079776_9777.png;SPECIFICS;Vd dnd} ;Vd dnd} ;Vd dnd}
86079776_9777.png;Execution:;Execution: ;Execution: ;Execution:
86079776_9777.png;Media:; ;Mediz: ;Mediz:
86079776_9777.png;OBJECTIVE;esas ;esas ;esas
86079776_9777.png;TARGET;TARGET ;TARGET ;TARGET
86079776_9777.png;COMMUNICATION;COMMUNICATION ;COMMUNICATION ;COMMUNICATION
86079776_9777.png;PLATFORM;TTT ;TTT ;TTT
86079776_9777.png;86079776;86079776 ;: ;86079776
86079776_9777.png;CREATIVE INPUT DOCUMENT;CREATIVE INPUT DOCUMENT ;CREATIVE INPUT DOCUMENT ;CREATIVE INPUT DOCUMENT
86079776_9777.png;Date/ Time:;Date/Time: ;Date/Time: ;Date/Time:
86079776_9777.png;Prepared By:;Prepared By: ;Prepared By: ;Prepared By:
86079776_9777.png;10/30/98 1:46 PM;10/30/98 1:46 PM ;10/30/98 1:46 PM ;10/30/98 1:46 PM
86079776_9777.png;Milestone Presentation Date:;Milestone Presentation Date: ;Milestone Presentation Date: ;Milestone Presentation Date:
86079776_9777.png;Estimated Creative Budget:;‘stimated Creative Budget: ;Fstimated Creative Budget: ;Fstimated Creative Budget:
86079776_9777.png;Concept:;Concent: ;Concent: ;Concent:
86079776_9777.png;Client Name:;Client Name: ;Client Name: ;Client Name:
86079776_9777.png;Matter Number:;Matter Number: ;Matter Number: ;Matter Number:
86079776_9777.png;Project Title:;Project Title ;Project Title: ;Project Title:
86079776_9777.png;Est. Production Budget:;Fst. Production Budget: ;Fst. Production Budget: ;Fst. Production Budget:
86079776_9777.png;Why are we advertising? What do we plan to achieve?;What do we plan to achiove? Why are we advertising? ;Why are we advertising? ;What do we plan to achiove? Why are we advertising?
86079776_9777.png;To whom are we talking? Who is the primary target? Is there a secondary target? What is their relationship to the brand what do they currently think about it?;To whom are we talking? ‘io Is the primary targot? is there a secondary target? What is their relationship to the brand, and what do they currently think about i? ;To whom are We LAKH ADP sours tic rlotonsipto te wand, and wot oy eareny in abet ;To whom are we talking? ‘io Is the primary targot? is there a secondary target? What is their relationship to the brand, and what do they currently think about i?
86079776_9777.png;What is the single most important message/idea we are trying to communicate? What is the unique selling position that will help us achieve our advertising goal? Are there any secondary messages?;What Is the single most important message/idea we are trying fo communicate? Whet isthe unique selling position that wil help us achieve our advertising goal? Are there any secondary messages? ;What is the single most important message/idea we are trying to communicate? ;What Is the single most important message/idea we are trying fo communicate? Whet isthe unique selling position that wil help us achieve our advertising goal? Are there any secondary messages?
86079776_9777.png;What is the key benefit to the target? What's in it for the reader?;What's in for the reac What is the key benetit to the target? ;Whats | the key benotit to the target? ;What's in for the reac What is the key benetit to the target?
86079776_9777.png;Is there an offer/call to action? What are we offering the target to persuade him/her to act now? (A premium, sweepstakes, limited-time offer, free information, or something else?;/s there an offer/call to action? Whet are we offering the target to persuade hiner lo act now? (A premium, sweepstakes, linited-iime offer, fee information, or something else? ;1s there an offer/call 10 2CUONP sox eyopstaes, ntetine cr, to hiomate,osomaing os? ;/s there an offer/call to action? Whet are we offering the target to persuade hiner lo act now? (A premium, sweepstakes, linited-iime offer, fee information, or something else?
86079776_9777.png;What would we like our target to think? What would our target say after being exposed to our program?;Whet would our target say aller being exposed to our program? What would we Itke our target to think? ;What would we like our target to think? ;Whet would our target say aller being exposed to our program? What would we Itke our target to think?
86079776_9777.png;c:\my documents\wp\sample cid. doc;‘\my documents\wp\sample cid.doc ;c:\my documents\wp\sample cid.doc ;c:\my documents\wp\sample cid.doc
86079776_9777.png;1 of 2;lof2 ;lof2 ;lof2
86079776_9777.png;10/30/98 01:46 PM;10/30/98 01:46 PM ;10/30/98 01:46 PM ;10/30/98 01:46 PM
86079776_9777.png;â Loyalty;D Loyaity ;D Loyaity ;D Loyaity
86079776_9777.png;â Lead Generation;0 Lead Generation ;0 Lead Generation ;0 Lead Generation
86079776_9777.png;â Trial;O Trial ;O Trial ;O Trial
86079776_9777.png;â Acquisition;O Acquisition ;O Acquisition ;O Acquisition
86079776_9777.png;â Up-Sell;OC UpSel ;OC UpSel ;OC UpSel
86079776_9777.png;â Awareness;OU Awareness ;OU Awareness ;OU Awareness
86079776_9777.png;â Retention;C Retention ;C Retention ;C Retention
86079776_9777.png;â Cross-Sell;0 Cross-Sell ;0 Cross-Sell ;0 Cross-Sell
86079776_9777.png;â Direct Sale;O Direct Sale ;O Direct Sale ;O Direct Sale
86079776_9777.png;â Other;‘Other ;0 Other ;0 Other
86079776_9777.png;â Change Image Perception;© Change image Perception ;© Change image Perception ;© Change image Perception
86079776_9777.png;â New Product/Package Intro.;0 New Product/Package Intro, ;0 New Product/Package Intro, ;0 New Product/Package Intro,
86079776_9777.png;â Competitive Blocking;0D Competitive Blocking ;0D Competitive Blocking ;0D Competitive Blocking
86079776_9777.png;â Relationship-Building;O Relationship-Building ;O Relationship-Building ;O Relationship-Building
86220490.png;To:; ;To: ;To:
86220490.png;Firm:; ;Firm: ;Firm:
86220490.png;FAX;FAX ;FAX ;FAX
86220490.png;#:; ;#: ;#:
86220490.png;From:;From: ;From: ;From:
86220490.png;Date:;Date: ;Date: ;Date:
86220490.png;MSA;MSA ;MSA ;MSA
86220490.png;Autodial;Autodial ;Autodial ;Autodial
86220490.png;Mike,;Mike, ;Mike, ;Mike,
86220490.png;8622042;862204790 ; ;862204790
86220490.png;LORILLARD TOBACCO COMPANY Market Planning and Information Department;LORILLARD TOBACCO COMPANY Market Planning and Information Department ;Marke eee oe men ;LORILLARD TOBACCO COMPANY Market Planning and Information Department
86220490.png;Mike Mozina;Mike Mozina ;Mike Mozina ;Mike Mozina
86220490.png;Susan Smith;Susan Smith ;Susan Smith ;Susan Smith
86220490.png;335- 7733;335-7733 ;335-7733 ;335-7733
86220490.png;335- 7150;335-7150 ;335-7150 ;335-7150
86220490.png;FAX #:;FAX #: ;FAX #: ;FAX #:
86220490.png;Phone #:;Phone #: ;Phone #: ;Phone #:
86220490.png;8/ 31/ 98;8/31/98 ;8/31/98 ;8/31/98
86220490.png;3 (including this cover page);3 (including this cover page) ;3 (including this cover page) ;3 (including this cover page)
86220490.png;# Pages:;# Pages: ;# Pages: ;# Pages:
86220490.png;- Approval for AWS Quarterly Store Count Database to begin 3rd Quarter 1998;Approval for AWS Quarterly Store Count Database to begin 3rd Quarter 1998 ;-- Approval for AWS Quarterly Store Count Database to begin 3rd Quarter 1998 ;-- Approval for AWS Quarterly Store Count Database to begin 3rd Quarter 1998
86220490.png;- Table showing significant jump in Convenience Store market importance in 2nd Quarter 1998;~ Table showing significant jump in Convenience Store market importance in 2nd Quarter 1998 ;- ree snowing signee jump in Convenience Store market importance ;~ Table showing significant jump in Convenience Store market importance in 2nd Quarter 1998
86220490.png;Talk to you soon!;Talk to you soon! ;Talk to you soon! ;Talk to you soon!
86220490.png;As promised, here are:;As promised, here are ;As promised, here are: ;As promised, here are:
86230203_0206.png;TO:;To: ;To: ;To:
86230203_0206.png;FROM:;FROM: ;FROM: ;FROM:
86230203_0206.png;SUBJECT:;SUBJECT: ;SUBJECT: ;SUBJECT:
86230203_0206.png;X; ;x ;x
86230203_0206.png;GEOGRAPHY;GEOGRAPHY ;GEOGRAPHY ;GEOGRAPHY
86230203_0206.png;REGION:;REGIO? ;REGION: ;REGION:
86230203_0206.png;DIVISION:;DBivisis ;DIVISION: ;DIVISION:
86230203_0206.png;FULL;FULL ;FULL ;FULL
86230203_0206.png;PARTIAL;PARTIAL ;PARTIAL ;PARTIAL
86230203_0206.png;x; ;x ;x
86230203_0206.png;FULL;FULL ;FULL ;FULL
86230203_0206.png;PARTIAL;PARTIAL ;PARTIAL ;PARTIAL
86230203_0206.png;DISTRIBUTION;DISTRIBUTION ;DISTRIBUTION ;DISTRIBUTION
86230203_0206.png;Seyle;Sayle ;Sayle ;Sayle
86230203_0206.png;Dantzlen; ;Mantovier ;Mantovier
86230203_0206.png;Econ;Econ ;Econ ;Econ
86230203_0206.png;180;OU ;,oU ;,oU
86230203_0206.png;130;130 ;130 ;130
86230203_0206.png;20;20 ;20 ;20
86230203_0206.png;19; ;19) ;19)
86230203_0206.png;18;18) ;18) ;18)
86230203_0206.png;18;18 ;18 ;18
86230203_0206.png;17; ;17 ;17
86230203_0206.png;16; ;16 ;16
86230203_0206.png;K&B;Ké&6 ;Ké&6 ;Ké&6
86230203_0206.png;Delchamps;Delc! imps ;Delchamops ;Delchamops
86230203_0206.png;Litco;Liteo ;Liteo ;Liteo
86230203_0206.png;85;85 ;85 ;85
86230203_0206.png;39;as. ;as. ;as.
86230203_0206.png;36;36 ;36 ;36
86230203_0206.png;36;36 ;36 ;36
86230203_0206.png;23; ;23 ;23
86230203_0206.png;23;23 ;23 ;23
86230203_0206.png;22;22 ;22 ;22
86230203_0206.png;86230203;80250203 ; ;80250203
86230203_0206.png;Page 1 of 4;Pago 1 of4 ;Pago 1 of4 ;Pago 1 of4
86230203_0206.png;MAVPROG;MAVPE ;MAVPROG) ;MAVPROG)
86230203_0206.png;11-Dec-96;11-Dec-3936 ;11-Dec-3936 ;11-Dec-3936
86230203_0206.png;12/12/96 08:33;12/12/86. 08:33 ;12/12/86 08:33 ;12/12/86. 08:33
86230203_0206.png;204 7348616;504 7348616 ;504 7348616 ;504 7348616
86230203_0206.png;LORILLARD TOB;LORILLARD TOB ;LORILLARD TOB ;LORILLARD TOB
86230203_0206.png;NYO 1;444 NYO L ;444 NYO L ;444 NYO L
86230203_0206.png;0001/ 004;001/004 ;001/004 ;001/004
86230203_0206.png;K. A. Sparrow;‘KA. Spe row ;‘K. A. Sparrow ;‘K. A. Sparrow
86230203_0206.png;F. Strickland;F, Strict and ;F, Strickland ;F, Strickland
86230203_0206.png;MAVERICK SPECIALS- PROGRESS REPORT;MAVERICK SPECIALS — PROGRESS REPORT. ;MAVERICK SPECIALS — PROGRESS REPORT. ;MAVERICK SPECIALS — PROGRESS REPORT.
86230203_0206.png;SUBMISSION DATE;euegMISBION DATE. ;euegMISBION DATE. ;euegMISBION DATE.
86230203_0206.png;DEC 13;pec 13 ;pec 13 ;pec 13
86230203_0206.png;JAN 25;JAN ;JAN 25 ;JAN 25
86230203_0206.png;FEB 24;FES 24 ;FES 24 ;FES 24
86230203_0206.png;APR 4;APR4 ;APR4 ;APR4
86230203_0206.png;(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE);(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE) ;(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE) ;(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE)
86230203_0206.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
86230203_0206.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
86230203_0206.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
86230203_0206.png;# REPS; ;# REPS ;# REPS
86230203_0206.png;# REPS;#@ REPS ;#@ REPS ;#@ REPS
86230203_0206.png;# REPS;# REPS ;# REPS ;# REPS
86230203_0206.png;DIVISION: ;[VISION NAME: ;[VISION NAME: ;[VISION NAME:
86230203_0206.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
86230203_0206.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
86230203_0206.png;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS;JEADQUARTERED WITHIN THE REGION RECT ACCO! 154 STORES) STOCKING NO MAVERICK SPECI ;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED ATES SNE Beaion ;JEADQUARTERED WITHIN THE REGION RECT ACCO! 154 STORES) STOCKING NO MAVERICK SPECI
86230203_0206.png;NAME OF ACCOUNT;(NAME OF ACCOUNT ;(NAME OF ACCOUNT ;(NAME OF ACCOUNT
86230203_0206.png;NO. OF STORES;STORES ;‘crores ;‘crores
86230203_0206.png;NAME OF ACCOUNT;“WAME OF ACCOUNT ;“WAME OF ACCOUNT ;“WAME OF ACCOUNT
86230203_0206.png;NO OF STORES;NQ: OF STORES ;ite ;NQ: OF STORES
86230203_0206.png;Winn Dixie;Winn Dixie ;Winn Dixie ;Winn Dixie
86230203_0206.png;Schwegmann;Schwe ;Schwegmann ;Schwegmann
86230203_0206.png;Aurry Greer;Autry Greer ;Autry Greer ;Autry Greer
86230203_0206.png;Double ;Double Quick ;Double Quick ;Double Quick
86230203_0206.png;Huber Oil;Huber Ol} ;Huber Ol} ;Huber Ol}
86230203_0206.png;Morris Corp;Morr orp ;Morris Corp ;Morris Corp
86230203_0206.png;Bayou Foods;Bayou Foods ;Bayou Foods ;Bayou Foods
86230203_0206.png;Compac Foods;Compac Foods ;Compac Foods ;Compac Foods
86230203_0206.png;Southeast Foods;Southe Foose ;Southeast Foods ;Southeast Foods
86236474_6476.png;TO:; ;TO: ;TO:
86236474_6476.png;FROM:;FROM: ;FROM: ;FROM:
86236474_6476.png;8623474;86236474 ; ;86236474
86236474_6476.png;â˜‘; ;xX ;xX
86236474_6476.png;Mrs. K. A. Sparrow;Mrs. K.A. Sparre ;Mrs. K.A. Sparrow ;Mrs. K.A. Sparrow
86236474_6476.png;R. G. Ryan;Ryan ;R.G. Ryan ;R.G. Ryan
86236474_6476.png;JUNE7;JUNE 7 ;JUNE 7 ;JUNE 7
86236474_6476.png;AUG.2;AUG. 2 ;AUG. 2 ;AUG. 2
86236474_6476.png;OCT.7;OCT.7 ;OCT.7 ;OCT.7
86236474_6476.png;SUBMISSION DATE:;SUBMISSION DATE ;SUBMISSION DATE: ;SUBMISSION DATE:
86236474_6476.png;NEWPORT LIGHTS HEAVY UP PROGRESS REPORT;NEWPORT LIGHTS HEAVY UP PROGRESS REPORT ;NEWPORT LIGHTS HEAVY UP PROGRESS REPORT ;NEWPORT LIGHTS HEAVY UP PROGRESS REPORT
86236474_6476.png;EFFECTIVENESS OF DISTRIBUTION ALLOWANCE:;EFFECTIVENESS OF DISTRIBUTION ALLOWANCE: ;EFFECTIVENESS OF DISTRIBUTION ALLOWANCE: ;EFFECTIVENESS OF DISTRIBUTION ALLOWANCE:
86236474_6476.png;DIRECT ACCOUNT/ WHOLESALERS:;‘oS 3ECT ACCOUNT/WHOLESALERS ;DIRECT ACCOUNT/WHOLESALERS: ;‘oS 3ECT ACCOUNT/WHOLESALERS
86236474_6476.png;Distribution allowance was very effective in accomplishing our objectives. All accounts have purchased introductory products.;Distribution allowance was very effective in accomplishing our objectives. All accounts have purchased introductory products. ;Pistibution allowance was, voor etecive in accomplishing our sbiectves. _All accounts ;Distribution allowance was very effective in accomplishing our objectives. All accounts have purchased introductory products.
86236474_6476.png;DIRECT ACCOUNT CHAINS:;DIRECT ACCOUNT CHAINS: ;DIRECT ACCOUNT CHAINS: ;DIRECT ACCOUNT CHAINS:
86236474_6476.png;Eagle Foods is the only Void.;Eagle Foods is the only Void. ;Eagle Foods is the only Void. ;Eagle Foods is the only Void.
86236474_6476.png;NON- DIRECT ACCOUNT CHAINS:;NOT RECT ACCOUNT CI INS: ;NON—DIRECT ACCOUNT CHAINS: ;NON—DIRECT ACCOUNT CHAINS:
86236474_6476.png;Reception from these accounts is most positive with a solid incentitive to purchase.;Reception from these accounts is most positive with a solid incentitive to purchase. ;Reception from these accounts is most positive with a solid incentitive to purchase. ;Reception from these accounts is most positive with a solid incentitive to purchase.
86236474_6476.png;EFFECTIVENESS OF THE RETAIL (1 00 OFF CARTON) DISTRIBUTION ALLOWANCE:;EFFECTIVENESS OF THE RETAIL (1.00 OFF CARTON) DISTRIBUTION ALLOWANCE: ;FETAL 00 OFF CATON ;EFFECTIVENESS OF THE RETAIL (1.00 OFF CARTON) DISTRIBUTION ALLOWANCE:
86236474_6476.png;Has been most helpful in acquiring desireable distribution when needed by Sales Reps.;Has been most helpful in acquiring desireable distribution when needed by Sales Rep: ;Has been most ell nscautina esreable distribution ;Has been most helpful in acquiring desireable distribution when needed by Sales Rep:
86236474_6476.png;PROMOTIONAL ACTIVITY;PRO! TIONAL ACTIVITY ;PROMOTIONAL ACTIVITY ;PROMOTIONAL ACTIVITY
86236474_6476.png;40c OFF PACK- GENERAL MARKET:;40c OFF PACK — GENERAL MARKET: ;CE NeRAL MARKET: ;40c OFF PACK — GENERAL MARKET:
86236474_6476.png;The 40c off promotions continue to be well received at the retail stores and by consumers, as well.;The 40c off promotions continue to be well received at the retail stores and by consumers, as well. _ ;The de off promotions continue fo be well reesived! atthe rete ;The 40c off promotions continue to be well received at the retail stores and by consumers, as well. _
86244113.png;DIVISION:;DIVISION: ;DIVISION: ;DIVISION:
86244113.png;ACCOUNT:;ACCOUT ;ACCOUNT: ;ACCOUNT:
86244113.png;(STATE);{STATE} ;{STATE} ;{STATE}
86244113.png;DATES:;DATES: ;DATES: ;DATES:
86244113.png;BRAND;BRAND ;BRAND ;BRAND
86244113.png;NOTE:;NOTE: ;NOTE: ;NOTE:
86244113.png;ACTION;ACTION ;ACTION ;ACTION
86244113.png;PLAN:;PLAN: ;PLAN: ;PLAN:
86244113.png;CC:;cK ;Cc: ;Cc:
86244113.png;8624113;660244113 ;: ;660244113
86244113.png;STYLEREP;STYLEREP ;STYLEREP ;STYLEREP
86244113.png;INVENTORY FOR:;INVENTORY FOR: ;INVENTORY FOR: ;INVENTORY FOR:
86244113.png;DIRECT ACCOUNT STATUS REPORT;DIRECT ACCOUNT STATUS REI ;DIRECT ACCOUNT STATUS REPORT ;DIRECT ACCOUNT STATUS REPORT
86244113.png;# OF CARTONS ON HAND;# OF CARTONS | HAND ;‘ oroaTons ;# OF CARTONS | HAND
86244113.png;AVERAGE WEEKLY MOVEMENT;AVERAGE WEEKLY MOVEMENT ;A OVEMENT ;AVERAGE WEEKLY MOVEMENT
86244113.png;# OF WEEKS ON HAND;# OF WEEKS ;OF eens ;# OF WEEKS
86244113.png;STYLE LIGHT 100'S;STYLE LIGHT 100'S ;STYLE LIGHT 100'S ;STYLE LIGHT 100'S
86244113.png;STYLE LIGHT MENTHOL 100'S;STYLE LIGHT MENTHOL 100’S ;STYLE LIGHT MENTHOL 100’S ;STYLE LIGHT MENTHOL 100’S
86244113.png;STYLE LIGHT BOX 100'S;STYLE LIGHT BOX 100’S ;STYLE LIGHT BOX 100’S ;STYLE LIGHT BOX 100’S
86244113.png;STYLE MEN. LIGHT BOX 100'S;STYLE MEN, LIGHT BOX 7100'S ;STYLE MEN, LIGHT BOX 7100'S ;STYLE MEN, LIGHT BOX 7100'S
86244113.png;STYLE SLIM LIGHT 100's;STYLE SUM LIGHT 100'S ;STYLE SUM LIGHT 100'S ;STYLE SUM LIGHT 100'S
86244113.png;STYLE SLIM MEN. LT. 100's;STYLE SLIM MEN. LT. 1000'S ;STYLE SLIM MEN. LT. 1000'S ;STYLE SLIM MEN. LT. 1000'S
86244113.png;REPORT STYLE INVENTORY ONLY. SUBMIT REPORT ONLY IF STYLE IS STILL ON HAND IN THIS ACCOUNT.;REPORT STYLE INVENTORY ONLY. SUBMIT REPORT ONLY IF STYLE IS STILL ON HAND IN THIS ACCOUNT. ;Dr nc racer enna taerat ox vawo wna scooun ;REPORT STYLE INVENTORY ONLY. SUBMIT REPORT ONLY IF STYLE IS STILL ON HAND IN THIS ACCOUNT.
86244113.png;REGIONAL SALES MANAGER, ALL DIVISIONS SERVICED BY THIS ACCOUNT.;REGIONAL SALES MANAGER, ALL DIVISIONS SERVICED BY THIS ACCOUNT. ;REGIONAL SALES MANAGER, ALL DIVISIONS SERVICED BY THIS ACCOUNT. ;REGIONAL SALES MANAGER, ALL DIVISIONS SERVICED BY THIS ACCOUNT.
86263525.png;DATE;DATE ;DATE ;DATE
86263525.png;DATE;DATE ;DATE ;DATE
86263525.png;DATE;DATE ;DATE ;DATE
86263525.png;DATE;DATE ;DATE ;DATE
86263525.png;DATE;DATE ;DATE ;DATE
86263525.png;DATE;DATE ;DATE ;DATE
86263525.png;141;AL ;141 ;141
86263525.png;N; ;N ;N
86263525.png;/A; ;JA ;JA
86263525.png;N; ;N ;N
86263525.png;/A;/% ;/% ;/%
86263525.png;2051119008;2051119008 ; ;2051119008
86263525.png;RECORDS RETENTION SCHEDULE RECONCILIATION RECORDS MANAGEMENT DEPARTMENT - M /C;RECORDS RETENTION SCHEDULE RECONCILIATION ‘CORDS MANAGEMENT DEPARTMENT u/c ;even a — a ;RECORDS RETENTION SCHEDULE RECONCILIATION ‘CORDS MANAGEMENT DEPARTMENT u/c
86263525.png;DEPARTMENT NAME;DEPARTMENT NAME ;DEPARTMENT NAME ;DEPARTMENT NAME
86263525.png;SCIENCE & TECHNOLOGY;SCIENCE & ‘ECHNOLOGY ;SCIENCE & TECHNOLOGY ;SCIENCE & TECHNOLOGY
86263525.png;COST CENTER NUMBER;COST CENTER NUMBER ;COST CENTER NUMBER ;COST CENTER NUMBER
86263525.png;INDEX BINDERS CONSOLIDATED BY:;INDEX BINDERS CONSOLIDATED BY: ;INDEX BINDERS CONSOLIDATED BY: ;INDEX BINDERS CONSOLIDATED BY:
86263525.png;N /A;N/A ;N/A ;N/A
86263525.png;INDEX BINDER RE- LABELED BY:;INDEX BINDER RE-LABELED BY: ;INDEX BINDER RE-LABELED BY: ;INDEX BINDER RE-LABELED BY:
86263525.png;Mallery; ;Nia Noh Vitra, ;Nia Noh Vitra,
86263525.png;2 /15 /90;2/15/9! ;2/15/90 ;2/15/90
86263525.png;RETENTION & RECOMMENDATION FILE REORGANIZED AND RE- LABELED BY:;RETENTION & RECOMMENDATION FILE REORGANIZED AND RE-LABELED BY: ;RETENTION & RECOMMENDATION FILE REORGANIZED AND RE-LABELED BY: ;RETENTION & RECOMMENDATION FILE REORGANIZED AND RE-LABELED BY:
86263525.png;RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY:;RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY: ;RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY: ;RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY:
86263525.png;Wayne Boughan; ;Waie> Dougal ;Waie> Dougal
86263525.png;4 /18 /90;4/18/90 ;4/18/90 ;4/18/90
86263525.png;BOXES CREATED FOR HARD COPY PERMANENT RETENTION RECORDS BY:;BOXES CREATED FOR HARD COPY PERMANENT RETENTION RECORDS BY: ;BOXES CREATED FOR HARD COPY PERMANENT RETENTION RECORDS BY: ;BOXES CREATED FOR HARD COPY PERMANENT RETENTION RECORDS BY:
86263525.png;RECORDS TRANSFER INVENTORY FORMS UPDATED BY:;RECORDS TRANSFER INVENTORY FORMS UPDATED BY: ;RECORDS TRANSFER INVENTORY FORMS UPDATED BY: ;RECORDS TRANSFER INVENTORY FORMS UPDATED BY:
86263525.png;Wayne Baughan; ;Lupr Bauphas ;Lupr Bauphas
86263525.png;7 /25 /90;7/25/90 ;7/25/90 ;7/25/90
86328049_8050.png;TO:; ;TO: ;TO:
86328049_8050.png;Name:;Name: ;Name: ;Name:
86328049_8050.png;Name:; ;Name: ;Name:
86328049_8050.png;Name:;Name ;Name: ;Name:
86328049_8050.png;Name:;Name: ;Name: ;Name:
86328049_8050.png;Name:; ;Name: ;Name:
86328049_8050.png;Name:; ;Name: ;Name:
86328049_8050.png;Name:;Name ;Name: ;Name:
86328049_8050.png;Name:;Name: ;Name: ;Name:
86328049_8050.png;Name:;Name: ;Name: ;Name:
86328049_8050.png;Name:;Name: ;Name: ;Name:
86328049_8050.png;Name:;Nam ;Name: ;Name:
86328049_8050.png;Name:;Name ;Name: ;Name:
86328049_8050.png;Name:;Name ;Name: ;Name:
86328049_8050.png;4; ;uf ;uf
86328049_8050.png;Yes;Yes ;Yes ;Yes
86328049_8050.png;No;No ;No ;No
86328049_8050.png;â˜‘;I< ;I< ;I<
86328049_8050.png;Name:; ;Name: ;Name:
86328049_8050.png;Name:; ;Name: ;Name:
86328049_8050.png;Name:;Name: ;Name: ;Name:
86328049_8050.png;Name:;Nameé ;Name: ;Name:
86328049_8050.png;1426;1498 ;1498 ;1498
86328049_8050.png;86328049;86328046 ;: ;86328046
86328049_8050.png;Feb-24-99 10:53;Peb-24-99 10: ;Peb-24-99 10:53 ;Peb-24-99 10:53
